decimalLatitude,decimalLongitude,scientificName
37.127296,-3.014826,Phlomis crinita Cav.
37.127296,-3.014826,Eryngium campestre L.
37.127296,-3.014826,Ptilostemon hispanicus (Lam.) Greuter
37.127296,-3.014826,Koeleria vallesiana Asch. & Graebn.
37.127296,-3.014826,Juncus tingitanus Maire & Weiller
37.127296,-3.014826,Sanguisorba minor Scop.
37.118282,-3.01487,Pinus sylvestris Lour.
37.127296,-3.014826,Carlina corymbosa L.
37.127296,-3.014826,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.127296,-3.014826,Rosa sicula Tratt.
37.127296,-3.014826,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.127312,-3.02605,Pinus pinaster Bess.
37.127296,-3.014826,Prunus ramburii Boiss.
37.118299,-3.020453,Prunus ramburii Boiss.
37.127312,-3.02605,Pinus nigra Aiton
37.127296,-3.014826,Amelanchier ovalis Medik.
37.127312,-3.02605,Eryngium campestre L.
37.118299,-3.020453,Rosa sicula Tratt.
37.127312,-3.02605,Sorbus aria Wimm. ex Nyman
37.127312,-3.02605,Genista versicolor Boiss. ex Steud.
37.118282,-3.01487,Berberis hispanica Boiss. & Reut.
37.127312,-3.02605,Prunus ramburii Boiss.
37.127312,-3.02605,Sanguisorba minor Scop.
37.127312,-3.02605,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.127312,-3.02605,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.127312,-3.02605,Berberis hispanica Boiss. & Reut.
37.118304,-3.037315,Genista versicolor Boiss. ex Steud.
37.127312,-3.02605,Koeleria vallesiana Asch. & Graebn.
37.118304,-3.037315,Pinus sylvestris Lour.
37.118304,-3.037315,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.118304,-3.037315,Festuca hystrix Boiss.
37.127312,-3.02605,Phlomis crinita Cav.
37.118304,-3.037315,Thymus baeticus Boiss. ex Lacaita
37.118304,-3.037315,Berberis hispanica Boiss. & Reut.
37.118304,-3.037315,Centaurea ornata Willd.
37.122805,-3.026083,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.127312,-3.02605,Rosa sicula Tratt.
37.118304,-3.037315,Corynephorus canescens P.Beauv.
37.118304,-3.037315,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.113753,-2.890965,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.122805,-3.026083,Hormathophylla spinosa (L.) Kupfer
37.118304,-3.037315,Teucrium capitatum L.
37.122805,-3.026083,Genista umbellata Salzm. ex DC.
37.122805,-3.026083,Berberis hispanica Boiss. & Reut.
37.113753,-2.890965,Acinos alpinus subsp. meridionalis (Nyman) P.W.Ball
37.122805,-3.026083,Teucrium capitatum L.
37.118304,-3.037315,Prunus ramburii Boiss.
37.109237,-2.902249,Koeleria vallesiana Asch. & Graebn.
37.118304,-3.048414,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.113433,-2.89674,Helleborus foetidus L.
37.122805,-3.026083,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.122805,-3.026083,Marrubium supinum Hu. ex C.Pei
37.10466,-2.83196,Pinus nigra Aiton
37.118304,-3.048414,Erinacea anthyllis Link
37.113433,-2.89674,Berberis hispanica Boiss. & Reut.
37.122805,-3.026083,Festuca hystrix Boiss.
37.122805,-3.026083,Thymus baeticus Boiss. ex Lacaita
37.10466,-2.83196,Pinus pinaster Bess.
37.113433,-2.89674,Quercus ilex subsp. ballota (Desf.) Bonafé
37.118304,-3.048414,Marrubium supinum Hu. ex C.Pei
37.122805,-3.026083,Koeleria vallesiana Asch. & Graebn.
37.122805,-3.026083,Thymus mastichina Sibth. & Sm.
37.10466,-2.83196,Quercus ilex subsp. ballota (Desf.) Bonafé
37.113433,-2.89674,Adenocarpus decorticans Boiss.
37.118304,-3.048414,Thymus baeticus Boiss. ex Lacaita
37.122805,-3.026083,Sedum sediforme (Schweinf.) R.-Hamet
37.109237,-2.902249,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.113433,-2.89674,Thymus mastichina Sibth. & Sm.
37.118304,-3.048414,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.122805,-3.026083,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.10466,-2.83196,Genista umbellata Salzm. ex DC.
37.113433,-2.89674,Rubia peregrina L.
37.118304,-3.048414,Festuca hystrix Boiss.
37.10466,-2.83196,Retama sphaerocarpa Boiss.
37.122805,-3.026083,Rosa sicula Tratt.
37.113433,-2.89674,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.118304,-3.048414,Dactylis glomerata L.
37.10466,-2.83196,Bituminaria bituminosa (L.) C.H.Stirt.
37.118304,-3.048414,Pinus sylvestris Lour.
37.113433,-2.89674,Festuca elegans Boiss.
37.118304,-3.048414,Koeleria vallesiana Asch. & Graebn.
37.10466,-2.83196,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.118304,-3.048414,Corynephorus canescens P.Beauv.
37.113433,-2.89674,Festuca scariosa Pau
37.10466,-2.83196,Festuca scariosa Pau
37.113753,-2.890965,Pinus sylvestris Lour.
37.113433,-2.89674,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.10466,-2.83196,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.113753,-2.890965,Berberis hispanica Boiss. & Reut.
37.113433,-2.89674,Prunus ramburii Boiss.
37.113753,-2.890965,Quercus ilex subsp. ballota (Desf.) Bonafé
37.10466,-2.83196,Asparagus acutifolius L.
37.113433,-2.89674,Rubus ulmifolius Schott
37.113753,-2.890965,"Dianthus pungens subsp. brachyanthus (Boiss.) Bernal, Fern.Casas, G.López, M.Laínz & Muñoz Garmendia"
37.109269,-2.907888,Pinus sylvestris Lour.
37.113433,-2.89674,Rosa pouzinii Tratt.
37.113753,-2.890965,Erinacea anthyllis Link
37.109269,-2.907888,Helleborus foetidus L.
37.122763,-2.896592,Quercus ilex subsp. ballota (Desf.) Bonafé
37.113753,-2.890965,Phlomis crinita Cav.
37.109269,-2.907888,Berberis hispanica Boiss. & Reut.
37.122763,-2.896592,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.113753,-2.890965,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.109269,-2.907888,Rumex induratus Boiss. & Reut.
37.122763,-2.896592,Helianthemum cinereum Pers.
37.113753,-2.890965,Galium L.
37.109269,-2.907888,Sanguisorba minor Scop.
37.122763,-2.896592,Genista umbellata Salzm. ex DC.
37.113753,-2.890965,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.109269,-2.907888,Genista versicolor Boiss. ex Steud.
37.122763,-2.896592,Erinacea anthyllis Link
37.113753,-2.890965,Centaurea pulvinata (Blanca) Blanca
37.109269,-2.907888,Erinacea anthyllis Link
37.122763,-2.896592,Cytisus grandiflorus DC.
37.113753,-2.890965,Koeleria vallesiana Asch. & Graebn.
37.109269,-2.907888,Adenocarpus decorticans Boiss.
37.122763,-2.896592,Thymus mastichina Sibth. & Sm.
37.113753,-2.890965,Festuca indigesta Boiss.
37.109269,-2.907888,Thymus zygis L.
37.122763,-2.896592,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.109269,-2.907888,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.122763,-2.896592,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.109269,-2.907888,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.122763,-2.896592,Centaurea pulvinata (Blanca) Blanca
37.109269,-2.907888,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.122763,-2.896592,Festuca elegans Boiss.
37.109269,-2.907888,Festuca elegans Boiss.
37.122763,-2.896592,Festuca scariosa Pau
37.109269,-2.907888,Koeleria vallesiana Asch. & Graebn.
37.122763,-2.896592,Dactylis glomerata L.
37.109269,-2.907888,Festuca indigesta Boiss.
37.122763,-2.896592,Avenula bromoides subsp. pauneroi Romero Zarco
37.073157,-2.846036,Genista versicolor Boiss. ex Steud.
37.109269,-2.907888,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.122763,-2.896592,Koeleria vallesiana Asch. & Graebn.
37.073157,-2.846036,Erinacea anthyllis Link
37.109269,-2.907888,Prunus ramburii Boiss.
37.122763,-2.896592,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.073157,-2.846036,Cytisus galianoi Talavera & P.E.Gibbs
37.109269,-2.907888,Rosa micrantha Boreau
37.113744,-2.902232,Pinus nigra Aiton
37.073157,-2.846036,Euphorbia flavicoma DC.
37.104703,-2.9023,Pinus sylvestris Lour.
37.113744,-2.902232,Pinus sylvestris Lour.
37.073157,-2.846036,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.104703,-2.9023,Helleborus foetidus L.
37.113744,-2.902232,Berberis hispanica Boiss. & Reut.
37.073157,-2.846036,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.104703,-2.9023,Berberis hispanica Boiss. & Reut.
37.113744,-2.902232,Quercus ilex subsp. ballota (Desf.) Bonafé
37.104703,-2.9023,Quercus ilex subsp. ballota (Desf.) Bonafé
37.073157,-2.846036,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.113744,-2.902232,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.104703,-2.9023,Genista florida L.
37.073157,-2.846036,Koeleria crassipes Lange
37.113744,-2.902232,Prunus ramburii Boiss.
37.104703,-2.9023,Erinacea anthyllis Link
37.073157,-2.846036,Koeleria vallesiana Asch. & Graebn.
37.113744,-2.902232,Rosa pouzinii Tratt.
37.104703,-2.9023,Cytisus galianoi Talavera & P.E.Gibbs
37.073157,-2.846036,Sedum sediforme (Schweinf.) R.-Hamet
37.109237,-2.902249,Pinus sylvestris Lour.
37.104703,-2.9023,Acer opalus subsp. granatense (Boiss.) Font Quer & Rothm.
37.073157,-2.846036,Arenaria pungens Nuttall
37.109237,-2.902249,Berberis hispanica Boiss. & Reut.
37.104703,-2.9023,Marrubium supinum Hu. ex C.Pei
37.073157,-2.846036,Festuca indigesta Boiss.
37.109237,-2.902249,Quercus ilex subsp. ballota (Desf.) Bonafé
37.104703,-2.9023,Thymus serpylloides subsp. serpylloides
37.064098,-2.846369,Pinus sylvestris Lour.
37.109237,-2.902249,Genista versicolor Boiss. ex Steud.
37.104703,-2.9023,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.064098,-2.846369,Sanguisorba minor Scop.
37.109237,-2.902249,Erinacea anthyllis Link
37.104703,-2.9023,Dactylis glomerata L.
37.064098,-2.846369,Genista versicolor Boiss. ex Steud.
37.109237,-2.902249,Avenula bromoides subsp. pauneroi Romero Zarco
37.104703,-2.9023,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.064098,-2.846369,Erinacea anthyllis Link
37.104703,-2.9023,Rosa pouzinii Tratt.
37.064098,-2.846369,Cytisus galianoi Talavera & P.E.Gibbs
37.104703,-2.9023,Acinos alpinus subsp. meridionalis (Nyman) P.W.Ball
37.122337,-3.324349,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.064098,-2.846369,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.104721,-2.913532,Pinus sylvestris Lour.
37.111661,-2.829311,Retama sphaerocarpa Boiss.
37.064098,-2.846369,Marrubium supinum Hu. ex C.Pei
37.104721,-2.913532,Berberis hispanica Boiss. & Reut.
37.111661,-2.829311,Eryngium campestre L.
37.064098,-2.846369,Thymus serpylloides subsp. serpylloides
37.104721,-2.913532,Helianthemum hirtum Mill.
37.111661,-2.829311,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.064098,-2.846369,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.104721,-2.913532,Sanguisorba minor Scop.
37.111661,-2.829311,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.064098,-2.846369,Picnomon acarna (L.) Cass.
37.104721,-2.913532,Genista versicolor Boiss. ex Steud.
37.111661,-2.829311,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.064098,-2.846369,Festuca scariosa Pau
37.104721,-2.913532,Adenocarpus decorticans Boiss.
37.111661,-2.829311,Centaurea ornata Willd.
37.064098,-2.846369,Festuca indigesta Boiss.
37.104721,-2.913532,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.111661,-2.829311,Carlina corymbosa L.
37.055083,-2.846061,Pteridium aquilinum (L.) Kuhn
37.104721,-2.913532,Lonicera arborea Boiss.
37.111661,-2.829311,Festuca scariosa Pau
37.055083,-2.846061,Pinus sylvestris Lour.
37.104721,-2.913532,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.111661,-2.829311,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.055083,-2.846061,Quercus ilex subsp. ballota (Desf.) Bonafé
37.104721,-2.913532,Lactuca tenerrima Pourr.
37.111661,-2.829311,Avenula bromoides subsp. pauneroi Romero Zarco
37.055083,-2.846061,Sanguisorba minor Scop.
37.104721,-2.913532,Festuca elegans Boiss.
37.111661,-2.829311,Koeleria vallesiana Asch. & Graebn.
37.055083,-2.846061,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.104721,-2.913532,Festuca scariosa Pau
37.131557,-3.347107,Quercus faginea Ten.
37.055083,-2.846061,Prunus ramburii Boiss.
37.104721,-2.913532,Koeleria vallesiana Asch. & Graebn.
37.131557,-3.347107,Silene latifolia Poir.
37.055083,-2.846061,Rosa pouzinii Tratt.
37.104721,-2.913532,Festuca indigesta Boiss.
37.131557,-3.347107,Vicia onobrychioides L.
37.104721,-2.913532,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.117889,-3.33571,Pinus nigra Aiton
37.131557,-3.347107,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.104721,-2.913532,Rosa pouzinii Tratt.
37.117889,-3.33571,Pinus sylvestris Lour.
37.131557,-3.347107,Adenocarpus decorticans Boiss.
37.08214,-2.857291,Pinus sylvestris Lour.
37.117889,-3.33571,Quercus coccifera L.
37.131557,-3.347107,Acer opalus subsp. granatense (Boiss.) Font Quer & Rothm.
37.08214,-2.857291,Berberis hispanica Boiss. & Reut.
37.117889,-3.33571,Quercus ilex subsp. ballota (Desf.) Bonafé
37.131557,-3.347107,Festuca scariosa Pau
37.126831,-3.420564,Astragalus granatensis Lam. ex Steud.
37.08214,-2.857291,Hormathophylla spinosa (L.) Kupfer
37.117889,-3.33571,Helianthemum hirtum Mill.
37.131557,-3.347107,Rosa canina L.
37.126831,-3.420564,Eryngium bourgatii Gouan
37.08214,-2.857291,Reseda complicata Bory
37.117889,-3.33571,Hormathophylla spinosa (L.) Kupfer
37.117609,-3.386148,Pinus sylvestris Lour.
37.126831,-3.420564,Pimpinella tragium subsp. lithophila (Schischkin) Tutin
37.08214,-2.857291,Genista versicolor Boiss. ex Steud.
37.117889,-3.33571,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.117609,-3.386148,Helleborus foetidus L.
37.126831,-3.420564,Thymus mastichina Sibth. & Sm.
37.08214,-2.857291,Cytisus galianoi Talavera & P.E.Gibbs
37.117889,-3.33571,Adenocarpus decorticans Boiss.
37.117609,-3.386148,Berberis hispanica Boiss. & Reut.
37.126831,-3.420564,Achillea odorata Pall.
37.08214,-2.857291,Crepis vesicaria L.
37.117889,-3.33571,Thymus mastichina Sibth. & Sm.
37.117609,-3.386148,Quercus coccifera L.
37.126831,-3.420564,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.08214,-2.857291,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.117889,-3.33571,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.117609,-3.386148,Genista versicolor Boiss. ex Steud.
37.126831,-3.420564,Cirsium odontolepis Boiss. ex DC.
37.08214,-2.857291,Allium L.
37.117889,-3.33571,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.117609,-3.386148,Digitalis purpurea L.
37.126831,-3.420564,Cirsium pyrenaicum All.
37.08214,-2.857291,Festuca indigesta Boiss.
37.117889,-3.33571,Carthamus lanatus L.
37.117609,-3.386148,Lonicera arborea Boiss.
37.126831,-3.420564,Festuca hystrix Boiss.
37.117889,-3.33571,Dactylis glomerata L.
37.073157,-2.846036,Pinus sylvestris Lour.
37.117609,-3.386148,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.126831,-3.420564,Dactylis glomerata L.
37.117889,-3.33571,Rosa canina L.
37.073157,-2.846036,Berberis hispanica Boiss. & Reut.
37.117609,-3.386148,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.126831,-3.420564,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.117889,-3.33571,Cedrus atlantica (Endl.) Manetti ex Carriere
37.073157,-2.846036,Hormathophylla spinosa (L.) Kupfer
37.117609,-3.386148,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.126831,-3.420564,Avenula bromoides subsp. pauneroi Romero Zarco
37.113437,-3.335127,Pinus pinaster Bess.
37.117609,-3.386148,Koeleria vallesiana Asch. & Graebn.
37.126831,-3.420564,Rosa canina L.
37.113437,-3.335127,Pinus sylvestris Lour.
37.117609,-3.386148,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.122564,-3.408563,Pteridium aquilinum (L.) Kuhn
37.113437,-3.335127,Quercus ilex subsp. ballota (Desf.) Bonafé
37.117609,-3.386148,Rosa canina L.
37.122564,-3.408563,Pinus sylvestris Lour.
37.113437,-3.335127,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.117726,-3.391709,Pinus sylvestris Lour.
37.122564,-3.408563,Juniperus communis Thunb.
37.113437,-3.335127,Cirsium odontolepis Boiss. ex DC.
37.117726,-3.391709,Juniperus communis Thunb.
37.122564,-3.408563,Berberis hispanica Boiss. & Reut.
37.113437,-3.335127,Dactylis glomerata L.
37.117726,-3.391709,Berberis hispanica Boiss. & Reut.
37.122564,-3.408563,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.122337,-3.324349,Pinus sylvestris Lour.
37.117726,-3.391709,Quercus ilex subsp. ballota (Desf.) Bonafé
37.122564,-3.408563,Festuca hystrix Boiss.
37.122337,-3.324349,Rumex induratus Boiss. & Reut.
37.117726,-3.391709,Genista versicolor Boiss. ex Steud.
37.122564,-3.408563,Festuca scariosa Pau
37.122337,-3.324349,Helianthemum hirtum Mill.
37.117726,-3.391709,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.122564,-3.408563,Avenula bromoides subsp. pauneroi Romero Zarco
37.122337,-3.324349,Hormathophylla spinosa (L.) Kupfer
37.117726,-3.391709,Dactylis glomerata L.
37.122564,-3.408563,Koeleria vallesiana Asch. & Graebn.
37.122337,-3.324349,Genista versicolor Boiss. ex Steud.
37.108988,-3.330493,Pinus pinaster Bess.
37.117726,-3.391709,Rosa canina L.
37.122337,-3.324349,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.131292,-3.375094,Prunus dulcis (Mill.) D.A.Webb
37.108988,-3.330493,Quercus ilex subsp. ballota (Desf.) Bonafé
37.113128,-3.391888,Pinus sylvestris Lour.
37.122337,-3.324349,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.131292,-3.375094,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.108988,-3.330493,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.122519,-3.403058,Pinus sylvestris Lour.
37.122337,-3.324349,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.131292,-3.375094,Rosa canina L.
37.108988,-3.330493,Thymus mastichina Sibth. & Sm.
37.122519,-3.403058,Juniperus oxycedrus Hochst.
37.122337,-3.324349,Centaurea monticola Boiss. ex DC.
37.131183,-3.380937,Quercus pyrenaica Willd.
37.108988,-3.330493,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.122519,-3.403058,Berberis hispanica Boiss. & Reut.
37.122337,-3.324349,Avenula bromoides subsp. pauneroi Romero Zarco
37.131183,-3.380937,Festuca scariosa Pau
37.108988,-3.330493,Festuca scariosa Pau
37.122519,-3.403058,Marrubium supinum Hu. ex C.Pei
37.111661,-2.829311,Pinus nigra Aiton
37.131183,-3.380937,Smilax aspera L.
37.108988,-3.330493,Dactylis glomerata L.
37.122519,-3.403058,Digitalis purpurea L.
37.111661,-2.829311,Pinus pinaster Bess.
37.131183,-3.380937,Rosa canina L.
37.108988,-3.330493,Cytisus scoparius subsp. reverchonii (Degen & Hervier) Rivas Goday & Rivas Mart.
37.122519,-3.403058,Avenula bromoides subsp. pauneroi Romero Zarco
37.111661,-2.829311,Quercus ilex subsp. ballota (Desf.) Bonafé
37.13149,-3.369489,Quercus coccifera L.
37.108988,-3.330493,Festuca indigesta Boiss.
37.125957,-3.412758,Pinus nigra Aiton
37.13149,-3.369489,Quercus faginea Ten.
37.1357,-3.386285,Quercus coccifera L.
37.125957,-3.412758,Pinus sylvestris Lour.
37.13149,-3.369489,Ononis spinosa L.
37.1357,-3.386285,Quercus faginea Ten.
37.125957,-3.412758,Berberis hispanica Boiss. & Reut.
37.13149,-3.369489,Adenocarpus decorticans Boiss.
37.1357,-3.386285,Vicia onobrychioides L.
37.125957,-3.412758,Hormathophylla spinosa (L.) Kupfer
37.13149,-3.369489,Euphorbia characias L.
37.1357,-3.386285,Adenocarpus decorticans Boiss.
37.125957,-3.412758,Genista versicolor Boiss. ex Steud.
37.13149,-3.369489,Acer opalus subsp. granatense (Boiss.) Font Quer & Rothm.
37.1357,-3.386285,Hedera helix L.
37.125957,-3.412758,Digitalis purpurea L.
37.13149,-3.369489,Pistacia terebinthus M.Bieb.
37.1357,-3.386285,Fraxinus angustifolia Vahl
37.125957,-3.412758,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.13149,-3.369489,Fraxinus angustifolia Vahl
37.1357,-3.386285,Ruscus aculeatus L.
37.125957,-3.412758,Festuca hystrix Boiss.
37.13149,-3.369489,Digitalis purpurea L.
37.1357,-3.386285,Smilax aspera L.
37.125957,-3.412758,Dactylis glomerata L.
37.13149,-3.369489,Cytisus scoparius subsp. reverchonii (Degen & Hervier) Rivas Goday & Rivas Mart.
37.109176,-2.831917,Pinus nigra Aiton
37.125957,-3.412758,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.13149,-3.369489,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.109176,-2.831917,Pinus pinaster Bess.
37.125957,-3.412758,Festuca indigesta Boiss.
37.13149,-3.369489,Rubus ulmifolius Schott
37.109176,-2.831917,Quercus ilex subsp. ballota (Desf.) Bonafé
37.125957,-3.412758,Rosa canina L.
37.13149,-3.369489,Rosa canina L.
37.1357,-3.386285,Rubus ulmifolius Schott
37.126831,-3.420564,Pinus sylvestris Lour.
37.131327,-3.36387,Quercus coccifera L.
37.1357,-3.386285,Rosa canina L.
37.117965,-3.34664,Fraxinus angustifolia Vahl
37.126831,-3.420564,Helleborus foetidus L.
37.131327,-3.36387,Quercus faginea Ten.
37.109176,-2.831917,Sanguisorba minor Scop.
37.117965,-3.34664,Digitalis purpurea L.
37.131327,-3.36387,Quercus pyrenaica Willd.
37.126831,-3.420564,Hypericum perforatum L.
37.109176,-2.831917,Retama sphaerocarpa Boiss.
37.117965,-3.34664,Santolina rosmarinifolia L.
37.131327,-3.36387,Adenocarpus decorticans Boiss.
37.126831,-3.420564,Helianthemum hirtum Mill.
37.117965,-3.34664,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.109176,-2.831917,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.131327,-3.36387,Ridolfia segetum Moris
37.126831,-3.420564,Sanguisorba minor Scop.
37.117965,-3.34664,Dactylis glomerata L.
37.109176,-2.831917,Teucrium compactum Clem. ex Lag.
37.131327,-3.36387,Festuca scariosa Pau
37.126831,-3.420564,Ononis spinosa L.
37.117965,-3.34664,Avenula bromoides subsp. pauneroi Romero Zarco
37.109176,-2.831917,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.131327,-3.36387,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.117965,-3.34664,Smilax aspera L.
37.109176,-2.831917,Centaurea ornata Willd.
37.131327,-3.36387,Rosa canina L.
37.117965,-3.34664,Prunus avium (L.) L.
37.109176,-2.831917,Carlina corymbosa L.
37.122285,-3.333534,Berberis hispanica Boiss. & Reut.
37.117965,-3.34664,Rubus ulmifolius Schott
37.109176,-2.831917,Festuca scariosa Pau
37.122285,-3.333534,Quercus coccifera L.
37.117965,-3.34664,Rosa canina L.
37.109176,-2.831917,Avenula bromoides subsp. pauneroi Romero Zarco
37.122285,-3.333534,Rumex induratus Boiss. & Reut.
37.122217,-3.341515,Pinus nigra Aiton
37.13579,-3.380881,Quercus pyrenaica Willd.
37.122285,-3.333534,Hypericum perforatum L.
37.122217,-3.341515,Quercus coccifera L.
37.13579,-3.380881,Silene latifolia Poir.
37.122285,-3.333534,Ononis spinosa L.
37.122217,-3.341515,Quercus ilex subsp. ballota (Desf.) Bonafé
37.13579,-3.380881,Ononis spinosa L.
37.122285,-3.333534,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.122217,-3.341515,Quercus pyrenaica Willd.
37.13579,-3.380881,Adenocarpus decorticans Boiss.
37.122285,-3.333534,Genista versicolor Boiss. ex Steud.
37.122217,-3.341515,Ononis spinosa L.
37.13579,-3.380881,Eryngium campestre L.
37.122285,-3.333534,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.122217,-3.341515,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.13579,-3.380881,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.113739,-2.952906,Pinus sylvestris Lour.
37.122285,-3.333534,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.122217,-3.341515,Eryngium campestre L.
37.13579,-3.380881,Carthamus lanatus L.
37.113739,-2.952906,Genista versicolor Boiss. ex Steud.
37.122285,-3.333534,Dactylis glomerata L.
37.122217,-3.341515,Daucus L.
37.13579,-3.380881,Smilax aspera L.
37.113739,-2.952906,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.122285,-3.333534,Avenula bromoides subsp. pauneroi Romero Zarco
37.122217,-3.341515,Vinca difformis Pourr.
37.13579,-3.380881,Prunus dulcis (Mill.) D.A.Webb
37.113739,-2.952906,Festuca scariosa Pau
37.122285,-3.333534,Rosa canina L.
37.122217,-3.341515,Convolvulus arvensis L.
37.122781,-2.952957,Berberis hispanica Boiss. & Reut.
37.13579,-3.380881,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.118258,-2.958588,Pinus nigra Aiton
37.12925,-3.307851,Pinus sylvestris Lour.
37.122217,-3.341515,Digitalis purpurea L.
37.122781,-2.952957,Quercus ilex subsp. ballota (Desf.) Bonafé
37.13579,-3.380881,Rosa canina L.
37.118258,-2.958588,Pinus sylvestris Lour.
37.12925,-3.307851,Genista versicolor Boiss. ex Steud.
