decimalLatitude,decimalLongitude,scientificName
37.09036,-3.459273,Quercus pyrenaica Willd.
37.094796,-3.470564,Sedum sediforme (Schweinf.) R.-Hamet
37.08557,-3.521195,Andryala integrifolia L.
37.09036,-3.459273,Sanguisorba minor Scop.
37.094796,-3.470564,Festuca indigesta Boiss.
37.08557,-3.521195,Ptilostemon hispanicus (Lam.) Greuter
37.09036,-3.459273,Ononis spinosa L.
37.094796,-3.470564,"Arctostaphylos uva-ursi subsp. crassifolia Rivas Mart. ex De la Torre, F.Alcaraz & M.B.Crespo"
37.08557,-3.521195,Staehelina dubia L.
37.09036,-3.459273,Eryngium campestre L.
37.094796,-3.470564,Cotoneaster granatensis Boiss.
37.08557,-3.521195,Stipa tenacissima L.
37.09036,-3.459273,Festuca hystrix Boiss.
37.0948,-3.476123,Pinus nigra Aiton
37.08557,-3.521195,Festuca indigesta Boiss.
37.09036,-3.459273,Festuca indigesta Boiss.
37.0948,-3.476123,Pinus sylvestris Lour.
37.090298,-3.481743,Juniperus oxycedrus Hochst.
37.095508,-2.761671,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.0948,-3.476123,Pinus sylvestris var. nevadensis H.Christ
37.090298,-3.481743,Quercus ilex subsp. ballota (Desf.) Bonafé
37.09036,-3.459273,Cotoneaster granatensis Boiss.
37.0948,-3.476123,Juniperus communis Thunb.
37.090298,-3.481743,Cistus clusii Dunal
37.09036,-3.459273,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.0948,-3.476123,Helleborus foetidus L.
37.090298,-3.481743,Halimium atriplicifolium Spach
37.09036,-3.459273,Rosa canina L.
37.0948,-3.476123,Berberis hispanica Boiss. & Reut.
37.090298,-3.481743,Hormathophylla spinosa (L.) Kupfer
37.09036,-3.459273,Clinopodium vulgare subsp. arundanum (Boiss.) Nyman
37.0948,-3.476123,Quercus ilex subsp. ballota (Desf.) Bonafé
37.095508,-2.761671,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.090298,-3.481743,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.0948,-3.476123,Silene mellifera Boiss. & Reut.
37.095508,-2.761671,Koeleria vallesiana Asch. & Graebn.
37.090298,-3.481743,Genista umbellata Salzm. ex DC.
37.0948,-3.476123,Halimium atriplicifolium Spach
37.090365,-3.464944,Pinus nigra Aiton
37.090298,-3.481743,Ulex parviflorus Pourr.
37.0948,-3.476123,Helianthemum apenninum subsp. apenninum
37.090365,-3.464944,Pinus sylvestris Lour.
37.090298,-3.481743,Phlomis crinita Cav.
37.0948,-3.476123,Helianthemum hirtum Mill.
37.090365,-3.464944,Pinus sylvestris var. nevadensis H.Christ
37.090298,-3.481743,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.090365,-3.464944,Juniperus oxycedrus Hochst.
37.0948,-3.476123,Sanguisorba minor Scop.
37.090298,-3.481743,Lavandula lanata Boiss.
37.090365,-3.464944,Berberis hispanica Boiss. & Reut.
37.0948,-3.476123,Ononis aragonensis Asso
37.090298,-3.481743,Teucrium capitatum L.
37.090365,-3.464944,Quercus ilex subsp. ballota (Desf.) Bonafé
37.0948,-3.476123,Echinospartum boissieri (Spach) Rothm.
37.090298,-3.481743,Galium fruticescens Cav.
37.090365,-3.464944,Silene mellifera Boiss. & Reut.
37.0948,-3.476123,Acer opalus subsp. granatense (Boiss.) Font Quer & Rothm.
37.090298,-3.481743,Staehelina dubia L.
37.090365,-3.464944,Hypericum perforatum L.
37.0948,-3.476123,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.090298,-3.481743,Koeleria vallesiana Asch. & Graebn.
37.090365,-3.464944,Fumana ericoides Pau
37.0948,-3.476123,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.090298,-3.481743,Stipa tenacissima L.
37.090365,-3.464944,Sanguisorba minor Scop.
37.0948,-3.476123,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.090298,-3.481743,Sedum sediforme (Schweinf.) R.-Hamet
37.090365,-3.464944,Echinospartum boissieri (Spach) Rothm.
37.0948,-3.476123,Koeleria vallesiana Asch. & Graebn.
37.090298,-3.481743,Festuca indigesta Boiss.
37.090365,-3.464944,Eryngium campestre L.
37.0948,-3.476123,Corynephorus canescens P.Beauv.
37.109237,-2.891017,Pinus sylvestris Lour.
37.090365,-3.464944,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.0948,-3.476123,Brachypodium retusum P.Beauv.
37.090365,-3.464944,Scabiosa turolensis Pau
37.0948,-3.476123,Cotoneaster granatensis Boiss.
37.090238,-3.487391,Cistus clusii Dunal
37.090365,-3.464944,Festuca indigesta Boiss.
37.0948,-3.476123,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.090238,-3.487391,Echinospartum boissieri (Spach) Rothm.
37.090365,-3.464944,Cotoneaster granatensis Boiss.
37.0948,-3.476123,Prunus ramburii Boiss.
37.090238,-3.487391,Retama sphaerocarpa Boiss.
37.090365,-3.464944,Prunus ramburii Boiss.
37.0948,-3.476123,Rosa canina L.
37.090238,-3.487391,Ulex parviflorus Pourr.
37.099185,-3.481777,Pinus pinaster Bess.
37.090365,-3.464944,Rosa canina L.
37.090238,-3.487391,Thymelaea tartonraira All.
37.099185,-3.481777,Juniperus oxycedrus Hochst.
37.090365,-3.464944,Rosa sicula Tratt.
37.090238,-3.487391,Rhamnus myrtifolia Willk.
37.099185,-3.481777,Quercus ilex subsp. ballota (Desf.) Bonafé
37.094796,-3.470564,Pinus nigra Aiton
37.090238,-3.487391,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.099185,-3.481777,Arenaria armerina subsp. armerina
37.094796,-3.470564,Pinus sylvestris Lour.
37.090238,-3.487391,Lavandula lanata Boiss.
37.099185,-3.481777,Cerastium gibraltaricum Boiss.
37.094796,-3.470564,Juniperus communis Thunb.
37.090238,-3.487391,Rosmarinus officinalis L.
37.099185,-3.481777,Cistus clusii Dunal
37.094796,-3.470564,Juniperus sabina L.
37.090238,-3.487391,Carthamus lanatus L.
37.099185,-3.481777,Ulex parviflorus Pourr.
37.094796,-3.470564,Berberis hispanica Boiss. & Reut.
37.090238,-3.487391,Staehelina dubia L.
37.099185,-3.481777,Erinacea anthyllis Link
37.094796,-3.470564,Quercus ilex subsp. ballota (Desf.) Bonafé
37.090238,-3.487391,Koeleria vallesiana Asch. & Graebn.
37.099185,-3.481777,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.094796,-3.470564,"Dianthus pungens subsp. brachyanthus (Boiss.) Bernal, Fern.Casas, G.López, M.Laínz & Muñoz Garmendia"
37.090238,-3.487391,Stipa tenacissima L.
37.099185,-3.481777,Teucrium capitatum L.
37.094796,-3.470564,Halimium atriplicifolium Spach
37.090238,-3.487391,Sedum sediforme (Schweinf.) R.-Hamet
37.099185,-3.481777,Rosmarinus officinalis L.
37.094796,-3.470564,Helianthemum hirtum Mill.
37.090238,-3.487391,Festuca indigesta Boiss.
37.099185,-3.481777,Staehelina dubia L.
37.094796,-3.470564,Sanguisorba minor Scop.
37.090188,-3.49304,Pinus pinaster Bess.
37.099185,-3.481777,Koeleria vallesiana Asch. & Graebn.
37.094796,-3.470564,Ononis spinosa L.
37.090188,-3.49304,Juniperus oxycedrus Hochst.
37.099185,-3.481777,Stipa tenacissima L.
37.094796,-3.470564,Echinospartum boissieri (Spach) Rothm.
37.090188,-3.49304,Echinospartum boissieri (Spach) Rothm.
37.099185,-3.481777,Prunus ramburii Boiss.
37.090188,-3.49304,Ulex parviflorus Pourr.
37.094796,-3.470564,Acer opalus subsp. granatense (Boiss.) Font Quer & Rothm.
37.094741,-3.481771,Pinus pinaster Bess.
37.090188,-3.49304,Thymelaea tartonraira All.
37.094796,-3.470564,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.094741,-3.481771,Quercus ilex subsp. ballota (Desf.) Bonafé
37.090188,-3.49304,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.094796,-3.470564,Crepis vesicaria L.
37.094741,-3.481771,Cerastium gibraltaricum Boiss.
37.090188,-3.49304,Thymus pulegioides L.
37.094796,-3.470564,Centaurea pulvinata (Blanca) Blanca
37.094741,-3.481771,Echinospartum boissieri (Spach) Rothm.
37.090188,-3.49304,Lavandula lanata Boiss.
37.094796,-3.470564,Koeleria vallesiana Asch. & Graebn.
37.094741,-3.481771,Ulex parviflorus Pourr.
37.090188,-3.49304,Rosmarinus officinalis L.
37.094796,-3.470564,Corynephorus canescens P.Beauv.
37.094741,-3.481771,Erinacea anthyllis Link
37.090188,-3.49304,Stipa tenacissima L.
37.094741,-3.481771,Lavandula lanata Boiss.
37.090228,-3.498587,Pinus pinaster Bess.
37.094741,-3.481771,Scabiosa turolensis Pau
37.090228,-3.498587,Pinus sylvestris Lour.
37.094741,-3.481771,Brachypodium retusum P.Beauv.
37.090228,-3.498587,Juniperus oxycedrus Hochst.
37.094773000000004,-3.487398,Pinus pinaster Bess.
37.090228,-3.498587,Quercus ilex subsp. ballota (Desf.) Bonafé
37.094773000000004,-3.487398,Juniperus oxycedrus Hochst.
37.09018,-3.509951,Rosmarinus officinalis L.
37.090228,-3.498587,Cistus clusii Dunal
37.094773000000004,-3.487398,Quercus ilex subsp. ballota (Desf.) Bonafé
37.09018,-3.509951,Rubia peregrina L.
37.090228,-3.498587,Cistus laurifolius L.
37.094773000000004,-3.487398,Cistus clusii Dunal
37.09018,-3.509951,Koeleria vallesiana Asch. & Graebn.
37.090228,-3.498587,Sanguisorba minor Scop.
37.09018,-3.509951,Brachypodium retusum P.Beauv.
37.094773000000004,-3.487398,Sanguisorba minor Scop.
37.090228,-3.498587,Genista umbellata Salzm. ex DC.
37.09018,-3.509951,Stipa tenacissima L.
37.094773000000004,-3.487398,Ononis speciosa Lag.
37.090228,-3.498587,Echinospartum boissieri (Spach) Rothm.
37.09018,-3.509951,Festuca indigesta Boiss.
37.094773000000004,-3.487398,Echinospartum boissieri (Spach) Rothm.
37.090228,-3.498587,Ulex parviflorus Pourr.
37.09018,-3.509951,Cotoneaster granatensis Boiss.
37.094773000000004,-3.487398,Ulex parviflorus Pourr.
37.090228,-3.498587,Thymelaea tartonraira All.
37.094693,-3.504333,Juniperus oxycedrus Hochst.
37.094773000000004,-3.487398,Thymelaea tartonraira All.
37.090228,-3.498587,Hedera helix L.
37.094693,-3.504333,Berberis hispanica Boiss. & Reut.
37.094773000000004,-3.487398,Rhamnus myrtifolia Willk.
37.090228,-3.498587,Phlomis crinita Cav.
37.103664,-3.493138,Festuca elegans Boiss.
37.094773000000004,-3.487398,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.090228,-3.498587,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.103664,-3.493138,Avenula bromoides subsp. pauneroi Romero Zarco
37.094773000000004,-3.487398,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.090228,-3.498587,Thymus mastichina Sibth. & Sm.
37.103664,-3.493138,Koeleria vallesiana Asch. & Graebn.
37.094773000000004,-3.487398,Teucrium capitatum L.
37.090228,-3.498587,Lavandula lanata Boiss.
37.103664,-3.493138,Corynephorus canescens P.Beauv.
37.094773000000004,-3.487398,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.090228,-3.498587,Teucrium similatum T.Navarro & J.L.Rosúa
37.103664,-3.493138,Festuca indigesta Boiss.
37.094773000000004,-3.487398,Brachypodium retusum P.Beauv.
37.090228,-3.498587,Rubia peregrina L.
37.103664,-3.493138,Prunus ramburii Boiss.
37.094773000000004,-3.487398,Festuca indigesta Boiss.
37.090228,-3.498587,Ptilostemon hispanicus (Lam.) Greuter
37.108256,-3.498739,Pinus nigra Aiton
37.094773000000004,-3.487398,Amelanchier ovalis Medik.
37.090228,-3.498587,Carthamus lanatus L.
37.108256,-3.498739,Pinus sylvestris Lour.
37.090238,-3.487391,Sedum annuum All.
37.090228,-3.498587,Festuca scariosa Pau
37.108256,-3.498739,Juniperus communis Thunb.
37.090238,-3.487391,Pinus pinaster Bess.
37.090228,-3.498587,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.108256,-3.498739,Berberis hispanica Boiss. & Reut.
37.090238,-3.487391,Juniperus oxycedrus Hochst.
37.090228,-3.498587,Avenula bromoides subsp. pauneroi Romero Zarco
37.108256,-3.498739,Quercus ilex subsp. ballota (Desf.) Bonafé
37.090238,-3.487391,Juniperus phoenicea Pall.
37.090228,-3.498587,Koeleria vallesiana Asch. & Graebn.
37.108256,-3.498739,Armeria villosa subsp. bernisii Nieto Fel.
37.090228,-3.498587,Corynephorus canescens P.Beauv.
37.108256,-3.498739,Sanguisorba minor Scop.
37.090228,-3.498587,Brachypodium retusum P.Beauv.
37.108256,-3.498739,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.112678,-3.493163,Thymus mastichina Sibth. & Sm.
37.090228,-3.498587,Stipa tenacissima L.
37.108256,-3.498739,Lavandula lanata Boiss.
37.112678,-3.493163,Lavandula lanata Boiss.
37.090228,-3.498587,Festuca indigesta Boiss.
37.108256,-3.498739,Teucrium capitatum L.
37.112678,-3.493163,Teucrium capitatum L.
37.111425,-2.834725,Pinus pinaster Bess.
37.108256,-3.498739,Corynephorus canescens P.Beauv.
37.112678,-3.493163,Rubia peregrina L.
37.111425,-2.834725,Quercus ilex subsp. ballota (Desf.) Bonafé
37.108256,-3.498739,Amelanchier ovalis Medik.
37.112678,-3.493163,Avenula bromoides subsp. pauneroi Romero Zarco
37.111425,-2.834725,Rumex induratus Boiss. & Reut.
37.108256,-3.498739,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.112678,-3.493163,Koeleria vallesiana Asch. & Graebn.
37.111425,-2.834725,Genista florida L.
37.108181,-3.510027,Pinus nigra Aiton
37.112678,-3.493163,Sedum sediforme (Schweinf.) R.-Hamet
37.111425,-2.834725,Adenocarpus decorticans Boiss.
37.108181,-3.510027,Pinus sylvestris Lour.
37.112678,-3.493163,Festuca indigesta Boiss.
37.111425,-2.834725,Eryngium campestre L.
37.108181,-3.510027,Juniperus communis Thunb.
37.112678,-3.493163,Amelanchier ovalis Medik.
37.111425,-2.834725,Phlomis crinita Cav.
37.108181,-3.510027,Helianthemum hirtum Mill.
37.112678,-3.493163,Cotoneaster granatensis Boiss.
37.111425,-2.834725,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.108181,-3.510027,Viola riviniana Rchb.
37.112678,-3.493163,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.111425,-2.834725,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.108181,-3.510027,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.112678,-3.493163,Prunus ramburii Boiss.
37.111425,-2.834725,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.108181,-3.510027,Rosa sicula Tratt.
37.112699,-3.498813,Pinus nigra Aiton
37.111425,-2.834725,Ptilostemon hispanicus (Lam.) Greuter
37.103643,-3.52124,Pinus nigra Aiton
37.112699,-3.498813,Pinus pinaster Bess.
37.111425,-2.834725,Festuca scariosa Pau
37.103643,-3.52124,Pinus pinaster Bess.
37.112699,-3.498813,Juniperus communis Thunb.
37.111425,-2.834725,Koeleria vallesiana Asch. & Graebn.
37.103643,-3.52124,Juniperus oxycedrus Hochst.
37.112699,-3.498813,Helleborus foetidus L.
37.111425,-2.834725,Cytisus scoparius subsp. reverchonii (Degen & Hervier) Rivas Goday & Rivas Mart.
37.103643,-3.52124,Quercus ilex subsp. ballota (Desf.) Bonafé
37.112699,-3.498813,Berberis hispanica Boiss. & Reut.
37.111425,-2.834725,Festuca indigesta Boiss.
37.103643,-3.52124,Halimium atriplicifolium Spach
37.112699,-3.498813,Quercus ilex subsp. ballota (Desf.) Bonafé
37.09018,-3.509951,Pinus pinaster Bess.
37.103643,-3.52124,Helianthemum hirtum Mill.
37.112699,-3.498813,Silene mellifera Boiss. & Reut.
37.09018,-3.509951,Juniperus oxycedrus Hochst.
37.103643,-3.52124,Hormathophylla spinosa (L.) Kupfer
37.112699,-3.498813,Paeonia broteri Boiss. & Reut.
37.09018,-3.509951,Quercus ilex subsp. ballota (Desf.) Bonafé
37.103643,-3.52124,Ulex parviflorus Pourr.
37.112699,-3.498813,Hypericum perforatum L.
37.09018,-3.509951,Sanguisorba minor Scop.
37.103643,-3.52124,Erinacea anthyllis Link
37.112699,-3.498813,Viola riviniana Rchb.
37.09018,-3.509951,Echinospartum boissieri (Spach) Rothm.
37.103643,-3.52124,Daphne gnidium L.
37.112699,-3.498813,Sanguisorba minor Scop.
37.09018,-3.509951,Ulex parviflorus Pourr.
37.103643,-3.52124,Euphorbia nicaeensis Sebast. & Maur.
37.112699,-3.498813,Thymelaea tartonraira All.
37.09018,-3.509951,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.103643,-3.52124,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.112699,-3.498813,Euphorbia nicaeensis Sebast. & Maur.
37.09018,-3.509951,Lavandula lanata Boiss.
37.103643,-3.52124,Lavandula lanata Boiss.
37.112699,-3.498813,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.094879,-3.453662,Astragalus granatensis Lam. ex Steud.
37.103643,-3.52124,Rosmarinus officinalis L.
37.112699,-3.498813,Mentha pulegium Luce
37.094879,-3.453662,Thymus mastichina Sibth. & Sm.
37.103643,-3.52124,Chaenorhinum minus subsp. minus
37.112699,-3.498813,Rubia peregrina L.
37.103942,-3.448078,Berberis hispanica Boiss. & Reut.
37.094879,-3.453662,Lonicera arborea Boiss.
37.103643,-3.52124,Rubia peregrina L.
37.112699,-3.498813,Koeleria vallesiana Asch. & Graebn.
37.103942,-3.448078,Quercus ilex subsp. ballota (Desf.) Bonafé
37.094879,-3.453662,Koeleria vallesiana Asch. & Graebn.
37.103643,-3.52124,Ptilostemon hispanicus (Lam.) Greuter
37.112699,-3.498813,Corynephorus canescens P.Beauv.
37.103942,-3.448078,Fabaceae
37.094879,-3.453662,Corynephorus canescens P.Beauv.
37.103643,-3.52124,Carthamus lanatus L.
37.106839,-2.81226,Pinus nigra Aiton
37.103942,-3.448078,Ononis aragonensis Asso
37.094879,-3.453662,Sedum sediforme (Schweinf.) R.-Hamet
37.103643,-3.52124,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.106839,-2.81226,Quercus ilex subsp. ballota (Desf.) Bonafé
37.103942,-3.448078,Echinospartum boissieri (Spach) Rothm.
37.094879,-3.453662,Festuca indigesta Boiss.
37.112699,-3.498813,Amelanchier ovalis Medik.
37.103643,-3.52124,Koeleria vallesiana Asch. & Graebn.
37.103942,-3.448078,Thymelaea tartonraira All.
37.094879,-3.453662,Prunus ramburii Boiss.
37.112699,-3.498813,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.103643,-3.52124,Corynephorus canescens P.Beauv.
37.103942,-3.448078,Hedera helix L.
37.103881,-3.459354,Pinus sylvestris Lour.
37.112699,-3.498813,Prunus mahaleb L.
37.103643,-3.52124,Fumana ericifolia Wallr.
37.094943,-3.436806,Echinospartum boissieri (Spach) Rothm.
37.103942,-3.448078,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.103881,-3.459354,Juniperus communis Thunb.
37.112699,-3.498813,Rosa canina L.
37.103643,-3.52124,Sedum sediforme (Schweinf.) R.-Hamet
37.103942,-3.448078,Rubia peregrina L.
37.094943,-3.436806,Eryngium campestre L.
37.103881,-3.459354,Berberis hispanica Boiss. & Reut.
37.106839,-2.81226,Genista umbellata Salzm. ex DC.
37.103643,-3.52124,Festuca indigesta Boiss.
37.103942,-3.448078,Lonicera arborea Boiss.
37.094943,-3.436806,Teucrium capitatum L.
37.103881,-3.459354,Quercus ilex subsp. ballota (Desf.) Bonafé
37.106839,-2.81226,Adenocarpus decorticans Boiss.
37.103643,-3.52124,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.103942,-3.448078,Lonicera etrusca Ten.
37.094943,-3.436806,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.103881,-3.459354,Cistus albidus L.
37.106839,-2.81226,Marrubium vulgare L.
37.103643,-3.52124,Prunus ramburii Boiss.
37.094943,-3.436806,Centaurea pulvinata (Blanca) Blanca
37.103942,-3.448078,Crepis vesicaria L.
37.106839,-2.81226,Thymus zygis L.
37.103881,-3.459354,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.
37.112678,-3.493163,Berberis hispanica Boiss. & Reut.
37.094943,-3.436806,Festuca hystrix Boiss.
37.103942,-3.448078,Catananche caerulea L.
37.112699,-3.498813,Clinopodium vulgare subsp. arundanum (Boiss.) Nyman
37.103881,-3.459354,Sanguisorba minor Scop.
37.112678,-3.493163,Quercus ilex subsp. ballota (Desf.) Bonafé
37.094943,-3.436806,Avenula bromoides subsp. pauneroi Romero Zarco
37.103942,-3.448078,Carex halleriana Asso
37.106839,-2.81226,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.103881,-3.459354,Ononis aragonensis Asso
37.112678,-3.493163,Hormathophylla spinosa (L.) Kupfer
37.094943,-3.436806,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.103942,-3.448078,Festuca elegans Boiss.
37.106839,-2.81226,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.103881,-3.459354,Echinospartum boissieri (Spach) Rothm.
37.112678,-3.493163,Sanguisorba minor Scop.
37.094943,-3.436806,Rosa canina L.
37.103942,-3.448078,Avenula bromoides subsp. pauneroi Romero Zarco
37.106839,-2.81226,Festuca scariosa Pau
37.103881,-3.459354,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.112678,-3.493163,Erinacea anthyllis Link
37.094943,-3.436806,Clinopodium vulgare subsp. arundanum (Boiss.) Nyman
37.103942,-3.448078,Corynephorus canescens P.Beauv.
37.106839,-2.81226,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.103881,-3.459354,Lonicera arborea Boiss.
37.112678,-3.493163,Daphne oleoides Schreb.
37.099425,-3.431194,Celtis australis A.Rich.
37.106839,-2.81226,Avenula bromoides subsp. pauneroi Romero Zarco
37.103942,-3.448078,Cytisus scoparius subsp. reverchonii (Degen & Hervier) Rivas Goday & Rivas Mart.
37.112678,-3.493163,Pistacia terebinthus M.Bieb.
37.103881,-3.459354,Scabiosa turolensis Pau
37.106839,-2.81226,Koeleria vallesiana Asch. & Graebn.
37.099425,-3.431194,Quercus ilex subsp. ballota (Desf.) Bonafé
37.103942,-3.448078,Lathyrus L.
37.103881,-3.459354,Santolina rosmarinifolia subsp. canescens (Lag.) Nyman
37.112678,-3.493163,Phlomis crinita Cav.
37.112703,-3.50443,Pinus nigra Aiton
37.099425,-3.431194,Quercus pyrenaica Willd.
37.103942,-3.448078,Amelanchier ovalis Medik.
37.112678,-3.493163,Salvia lavandulifolia var. vellerea (Cuatrec.) Rosua & Blanca
37.103881,-3.459354,Festuca elegans Boiss.
37.112703,-3.50443,Pinus sylvestris Lour.
37.099425,-3.431194,Silene latifolia Poir.
37.103942,-3.448078,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.072799,-2.694199,Retama sphaerocarpa Boiss.
37.103881,-3.459354,Festuca hystrix Boiss.
37.112703,-3.50443,Helleborus foetidus L.
37.099425,-3.431194,Silene mellifera Boiss. & Reut.
37.103942,-3.448078,Prunus ramburii Boiss.
37.072799,-2.694199,Thymus mastichina Sibth. & Sm.
37.103881,-3.459354,Cotoneaster granatensis Boiss.
37.099425,-3.431194,Armeria villosa subsp. bernisii Nieto Fel.
37.112703,-3.50443,Berberis hispanica Boiss. & Reut.
37.103942,-3.448078,Rosa canina L.
37.072799,-2.694199,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.103881,-3.459354,Crataegus granatensis Boiss.
37.099425,-3.431194,Hypericum perforatum L.
37.112703,-3.50443,Quercus ilex subsp. ballota (Desf.) Bonafé
37.103942,-3.448078,Acinos alpinus subsp. meridionalis (Nyman) P.W.Ball
37.099425,-3.431194,Helianthemum hirtum Mill.
37.103881,-3.459354,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.072799,-2.694199,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.112703,-3.50443,Arenaria armerina subsp. armerina
37.103936,-3.442507,Helleborus foetidus L.
37.099425,-3.431194,Fabaceae
37.103881,-3.459354,Rosa canina L.
37.072799,-2.694199,Koeleria vallesiana Asch. & Graebn.
37.112703,-3.50443,Hypericum perforatum L.
37.103936,-3.442507,Quercus ilex subsp. ballota (Desf.) Bonafé
37.099425,-3.431194,"Genista cinerea subsp. speciosa Rivas-Goday & T.Losa ex Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Penas"
37.103881,-3.459354,Clinopodium vulgare subsp. arundanum (Boiss.) Nyman
37.11718,-3.498775,Juniperus oxycedrus Hochst.
37.112703,-3.50443,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.
37.103936,-3.442507,Quercus pyrenaica Willd.
37.099425,-3.431194,Festuca elegans Boiss.
37.099338,-3.459361,Pinus sylvestris Lour.
37.11718,-3.498775,Helleborus foetidus L.
37.112703,-3.50443,Helianthemum hirtum Mill.
37.103936,-3.442507,Silene mellifera Boiss. & Reut.
37.099425,-3.431194,Festuca hystrix Boiss.
37.099338,-3.459361,Pinus sylvestris var. nevadensis H.Christ
37.11718,-3.498775,Berberis hispanica Boiss. & Reut.
37.112703,-3.50443,Hormathophylla spinosa (L.) Kupfer
37.103936,-3.442507,Salix caprea L.
37.099425,-3.431194,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.099338,-3.459361,Juniperus communis Thunb.
37.11718,-3.498775,Quercus ilex subsp. ballota (Desf.) Bonafé
37.112703,-3.50443,Echinospartum boissieri (Spach) Rothm.
37.103936,-3.442507,Sorbus aria Wimm. ex Nyman
37.099425,-3.431194,Corynephorus canescens P.Beauv.
37.099338,-3.459361,Helleborus foetidus L.
37.112703,-3.50443,Thymelaea tartonraira All.
37.103936,-3.442507,Fabaceae
37.11718,-3.498775,Hormathophylla spinosa (L.) Kupfer
37.099425,-3.431194,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.099338,-3.459361,Berberis hispanica Boiss. & Reut.
37.112703,-3.50443,Thymus mastichina Sibth. & Sm.
37.11718,-3.498775,Sanguisorba minor Scop.
37.103936,-3.442507,Ononis aragonensis Asso
37.099425,-3.431194,Rosa canina L.
37.099338,-3.459361,Viola odorata L.
37.11718,-3.498775,Ononis aragonensis Asso
37.112703,-3.50443,Lavandula lanata Boiss.
37.103936,-3.442507,Retama sphaerocarpa Boiss.
37.090257,-3.47606,Pinus pinaster Bess.
37.099338,-3.459361,Sorbus aria Wimm. ex Nyman
37.11718,-3.498775,Echinospartum boissieri (Spach) Rothm.
37.112703,-3.50443,Teucrium capitatum L.
37.103936,-3.442507,Acer opalus subsp. granatense (Boiss.) Font Quer & Rothm.
37.090257,-3.47606,Juniperus oxycedrus Hochst.
37.099338,-3.459361,Fabaceae
37.112703,-3.50443,Rubia peregrina L.
37.11718,-3.498775,Retama sphaerocarpa Boiss.
37.103936,-3.442507,Centaurea pulvinata (Blanca) Blanca
37.090257,-3.47606,Quercus ilex subsp. ballota (Desf.) Bonafé
37.099338,-3.459361,Sanguisorba minor Scop.
37.112703,-3.50443,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.103936,-3.442507,Festuca hystrix Boiss.
37.11718,-3.498775,Ulex parviflorus Pourr.
